:START_ID(Talent-ID),:TYPE,:END_ID(Movie-ID),Role
12895,Supports,862,Executive Producer
12896,Supports,862,Producer
12897,Supports,862,Executive Producer
8,Supports,862,Editor
7883,Supports,862,Art Direction
1168870,Supports,862,Editor
1552883,Supports,862,Foley Editor
1453514,Supports,862,Animation
1414182,Supports,862,ADR Editor
7885,Supports,862,Orchestrator
1429549,Supports,862,Color Timer
7949,Supports,862,CG Painter
7879,Supports,862,Original Story
12890,Supports,862,Original Story
7911,Supports,862,Original Story
1629419,Supports,862,Post Production Supervisor
7961,Supports,862,Sculptor
12905,Supports,862,Animation Director
7885,Supports,862,Music
1748707,Supports,862,Layout
4949,Supports,862,Orchestrator
1372885,Supports,862,Music Editor
1739962,Supports,862,Negative Cutter
1748513,Supports,862,Negative Cutter
1458006,Supports,862,Title Designer
1748557,Supports,862,Supervising Technical Director
7885,Supports,862,Songs
7,Supports,862,Original Story
12890,Supports,862,Supervising Animator
2216,Supports,862,Sound Designer
12909,Supports,862,Production Supervisor
953331,Supports,862,Executive Music Producer
7893,Supports,862,Animation Director
8025,Supports,862,Animation
78009,Supports,862,Animation
1748682,Supports,862,Animation
1454030,Supports,862,Animation
1748683,Supports,862,Animation
1748684,Supports,862,Animation
8029,Supports,862,Animation
1426773,Supports,862,Animation
8035,Supports,862,Animation
1748688,Supports,862,Animation
587314,Supports,862,Animation
7918,Supports,862,Animation
1748689,Supports,862,Animation
7892,Supports,862,Animation
555795,Supports,862,Animation
7882,Supports,862,Animation
8017,Supports,862,Animation
1184140,Supports,862,Animation
8049,Supports,862,Animation
1509559,Supports,862,Animation
1748691,Supports,862,Animation
8050,Supports,862,Animation
8010,Supports,862,Animation
8044,Supports,862,Animation
1454034,Supports,862,Animation
7887,Supports,862,Visual Effects Supervisor
1406878,Supports,862,Visual Effects
1748698,Supports,862,Visual Effects
1748699,Supports,862,Visual Effects
1748701,Supports,862,Visual Effects
1748703,Supports,862,Visual Effects
12912,Supports,862,Lighting Supervisor
7899,Supports,862,Lighting Supervisor
12915,Supports,862,CG Painter
1748705,Supports,862,Sculptor
7889,Supports,862,Character Designer
7918,Supports,862,Character Designer
7,Supports,862,Character Designer
12915,Supports,862,Character Designer
1748706,Supports,862,Character Designer
1176752,Supports,862,Character Designer
1088034,Supports,862,Character Designer
1447465,Supports,862,Character Designer
1748709,Supports,862,Layout
1748710,Supports,862,Set Dresser
1443471,Supports,862,Set Dresser
1748711,Supports,862,Set Dresser
1748712,Supports,862,Editorial Manager
1589729,Supports,862,Assistant Editor
1748716,Supports,862,Assistant Editor
1748717,Supports,862,Assistant Editor
1336438,Supports,862,Assistant Editor
1748718,Supports,862,Editorial Coordinator
1748719,Supports,862,Production Coordinator
1748720,Supports,862,Production Coordinator
1468014,Supports,862,Unit Publicist
2216,Supports,862,Sound Re-Recording Mixer
1425978,Supports,862,Sound Re-Recording Mixer
8276,Supports,862,Supervising Sound Editor
7069,Supports,862,Sound Effects Editor
15894,Supports,862,Sound Design Assistant
1414177,Supports,862,Assistant Sound Editor
1748724,Supports,862,Assistant Sound Editor
1748725,Supports,862,Assistant Sound Editor
8067,Supports,862,Assistant Sound Editor
7902,Supports,862,Casting Consultant
84493,Supports,862,ADR Voice Casting
511,Supports,8844,Executive Producer
876,Supports,8844,Screenplay
1729,Supports,8844,Original Music Composer
4945,Supports,8844,Director
4951,Supports,8844,Editor
4952,Supports,8844,Casting
8023,Supports,8844,Animation Supervisor
9967,Supports,8844,Production Design
9184,Supports,8844,Producer
9196,Supports,8844,Executive Producer
18389,Supports,8844,Executive Producer
11371,Supports,8844,Director of Photography
42356,Supports,8844,Novel
42357,Supports,8844,Producer
56520,Supports,8844,Screenplay
56521,Supports,8844,Screenplay
26502,Supports,15602,Director
16837,Supports,15602,Characters
16837,Supports,15602,Writer
1551320,Supports,15602,Sound Recordist
2178,Supports,31357,Director
5144,Supports,31357,Screenplay
5144,Supports,31357,Producer
21968,Supports,31357,Producer
70592,Supports,31357,Producer
111118,Supports,31357,Screenplay
111118,Supports,31357,Executive Producer
111118,Supports,31357,Novel
1079697,Supports,31357,Original Music Composer
1087695,Supports,31357,Producer
37,Supports,11862,Original Music Composer
5506,Supports,11862,Director of Photography
17698,Supports,11862,Screenplay
17698,Supports,11862,Producer
26160,Supports,11862,Screenplay
56106,Supports,11862,Director
68755,Supports,11862,Editor
638,Supports,949,Director
638,Supports,949,Screenplay
1254,Supports,949,Producer
638,Supports,949,Producer
5581,Supports,949,Original Music Composer
11099,Supports,949,Director of Photography
15840,Supports,949,Editor
15841,Supports,949,Editor
15842,Supports,949,Editor
1047,Supports,949,Editor
897,Supports,949,Casting
11411,Supports,949,Production Design
15843,Supports,949,Art Direction
8527,Supports,949,Costume Design
1305,Supports,949,Music Editor
14765,Supports,949,Supervising Sound Editor
15847,Supports,949,Special Effects Coordinator
15848,Supports,949,Special Effects
15849,Supports,949,Visual Effects Supervisor
13458,Supports,949,Stunt Coordinator
15850,Supports,949,Stunts
13677,Supports,949,Set Decoration
1535950,Supports,949,Costume Supervisor
1478953,Supports,949,Script Supervisor
1424046,Supports,949,Casting
1550830,Supports,949,Special Effects
1479277,Supports,949,Art Department Coordinator
4727,Supports,949,Assistant Art Director
1404308,Supports,949,Construction Coordinator
1535949,Supports,949,Assistant Costume Designer
8870,Supports,949,Hairstylist
16551,Supports,949,Hairstylist
15846,Supports,949,Key Hair Stylist
15845,Supports,949,Makeup Artist
14653,Supports,949,Makeup Artist
1535951,Supports,949,Dialogue Editor
1391385,Supports,949,Dialogue Editor
1406826,Supports,949,Dialogue Editor
1392084,Supports,949,Supervising Sound Editor
1392901,Supports,949,Dialogue Editor
1409831,Supports,949,Camera Operator
21118,Supports,949,Steadicam Operator
1412205,Supports,949,Still Photographer
1403479,Supports,949,First Assistant Camera
1347763,Supports,949,First Assistant Camera
1415635,Supports,949,Rigging Gaffer
1406905,Supports,949,Music Editor
75002,Supports,949,Music Supervisor
60592,Supports,949,First Assistant Editor
1433743,Supports,949,First Assistant Editor
1405208,Supports,949,First Assistant Editor
1432026,Supports,949,First Assistant Editor
1401687,Supports,949,Sound Re-Recording Mixer
16177,Supports,949,Sound Re-Recording Mixer
1368864,Supports,949,Sound Re-Recording Mixer
1338976,Supports,949,Sound Re-Recording Mixer
1544638,Supports,949,Sound Re-Recording Mixer
1576553,Supports,949,Stunts
1457709,Supports,949,Technical Supervisor
1576562,Supports,949,Stunts
639,Supports,949,Executive Producer
944682,Supports,949,Associate Producer
376,Supports,949,Executive Producer
1494667,Supports,949,Unit Production Manager
212137,Supports,949,Assistant Director
1535952,Supports,949,Casting Associate
1392142,Supports,949,Set Costumer
548451,Supports,949,Digital Effects Supervisor
142157,Supports,949,Stunts
1629423,Supports,949,Sound Recordist
15178,Supports,949,Additional Soundtrack
2226,Supports,11860,Director
70846,Supports,11860,Screenplay
2226,Supports,11860,Producer
491,Supports,11860,Original Music Composer
10640,Supports,11860,Editor
2997,Supports,11860,Producer
5490,Supports,11860,Casting
1718,Supports,11860,Production Design
11056,Supports,11860,Screenplay
10199,Supports,11860,Makeup Artist
142152,Supports,11860,Makeup Artist
32489,Supports,11860,Makeup Artist
83118,Supports,11860,Hairstylist
1565199,Supports,11860,Hairstylist
543194,Supports,11860,Co-Costume Designer
5493,Supports,11860,Costume Design
18173,Supports,11860,Set Decoration
1467272,Supports,11860,Set Decoration
1535947,Supports,11860,Art Department Coordinator
91092,Supports,11860,Sound mixer
1387195,Supports,11860,Sound Re-Recording Mixer
1368864,Supports,11860,Sound Re-Recording Mixer
1345595,Supports,11860,Sound Re-Recording Mixer
1404218,Supports,11860,Supervising Sound Effects Editor
1565200,Supports,11860,Sound Effects Editor
1565201,Supports,11860,Sound Effects Editor
1392125,Supports,11860,Supervising Sound Editor
91096,Supports,11860,Boom Operator
95836,Supports,11860,Dialogue Editor
1555703,Supports,11860,Dialogue Editor
1399061,Supports,11860,Dialogue Editor
1464541,Supports,11860,Script Supervisor
1391583,Supports,11860,Still Photographer
1194262,Supports,11860,Still Photographer
20844,Supports,11860,Camera Operator
15131,Supports,11860,Director of Photography
53346,Supports,11860,Casting Associate
957570,Supports,11860,Assistant Costume Designer
18513,Supports,11860,Assistant Costume Designer
1177713,Supports,11860,Costume Supervisor
1565207,Supports,11860,First Assistant Editor
11058,Supports,11860,Executive Producer
4184,Supports,11860,Executive Producer
17220,Supports,11860,Art Direction
1582414,Supports,11860,Production Manager
1748870,Supports,11860,Production Supervisor
4184,Supports,11860,Production Manager
1853722,Supports,11860,Casting Assistant
1720,Supports,11860,Casting Associate
9028,Supports,11860,Location Manager
1123059,Supports,11860,Location Manager
1853729,Supports,11860,Production Coordinator
1002581,Supports,11860,Production Coordinator
2075,Supports,45325,Screenplay
7775,Supports,45325,Screenplay
18357,Supports,45325,Director
72225,Supports,45325,Novel
37710,Supports,9091,Director
53300,Supports,9091,Screenplay
56953,Supports,9091,Screenplay
56032,Supports,9091,Producer
56954,Supports,9091,Producer
53299,Supports,9091,Producer
4500,Supports,9091,Music
37710,Supports,9091,Director of Photography
11410,Supports,9091,Editor
10702,Supports,710,Director
9856,Supports,710,Characters
10704,Supports,710,Screenplay
10705,Supports,710,Screenplay
10666,Supports,710,Producer
10493,Supports,710,Executive Producer
996,Supports,710,Original Music Composer
1459,Supports,710,Songs
10709,Supports,710,Director of Photography
5056,Supports,710,Editor
10496,Supports,710,Casting
8524,Supports,710,Production Design
10710,Supports,710,Art Direction
10711,Supports,710,Art Direction
10712,Supports,710,Art Direction
8526,Supports,710,Set Decoration
10714,Supports,710,Costume Design
69678,Supports,710,Producer
10706,Supports,710,Producer
10703,Supports,710,Story
1593072,Supports,710,Assistant Art Director
10788,Supports,710,Assistant Art Director
1727828,Supports,710,Construction Coordinator
1325211,Supports,710,Supervising Art Director
18457,Supports,710,Casting
5062,Supports,710,Music Editor
1532215,Supports,710,Armorer
1398136,Supports,710,Script Supervisor
40747,Supports,710,Camera Operator
1408816,Supports,710,Camera Operator
1485317,Supports,710,Camera Operator
1189807,Supports,710,Camera Operator
1425502,Supports,710,Still Photographer
1427545,Supports,710,Still Photographer
1727833,Supports,710,Gaffer
1727834,Supports,710,Gaffer
1727835,Supports,710,Gaffer
1081073,Supports,710,Special Effects Supervisor
1392704,Supports,710,Visual Effects Coordinator
1413507,Supports,710,Visual Effects Editor
38362,Supports,710,Dialogue Editor
1340118,Supports,710,Sound Re-Recording Mixer
1561880,Supports,710,Sound Re-Recording Mixer
40818,Supports,710,Sound Re-Recording Mixer
9854,Supports,710,Supervising Sound Editor
1576017,Supports,710,Sound Recordist
2702,Supports,9087,Director of Photography
3026,Supports,9087,Director
3026,Supports,9087,Producer
3032,Supports,9087,Editor
9251,Supports,9087,Music
13520,Supports,9087,Screenplay
4057,Supports,12110,Editor
14639,Supports,12110,Screenplay
14639,Supports,12110,Director
14639,Supports,12110,Producer
53839,Supports,12110,Music
53840,Supports,12110,Director of Photography
59979,Supports,12110,Executive Producer
67674,Supports,12110,Screenplay
71303,Supports,12110,Screenplay
488,Supports,21032,Producer
489,Supports,21032,Producer
12061,Supports,21032,Writer
21879,Supports,21032,Director
106850,Supports,21032,Writer
570268,Supports,21032,Writer
991160,Supports,21032,Writer
1205985,Supports,21032,Animation
1447385,Supports,21032,Animation
1447593,Supports,21032,Animation
1448089,Supports,21032,Animation
1451229,Supports,21032,Background Designer
1457635,Supports,21032,Special Effects
1462665,Supports,21032,Animation Manager
1152,Supports,10858,Director
1152,Supports,10858,Screenplay
5379,Supports,10858,Producer
491,Supports,10858,Original Music Composer
17786,Supports,10858,Screenplay
149,Supports,10858,Director of Photography
3189,Supports,10858,Editor
1152,Supports,10858,Producer
2044,Supports,1408,Director of Photography
8383,Supports,1408,Set Decoration
391,Supports,1408,Production Design
3986,Supports,1408,Executive Producer
7228,Supports,1408,Producer
6044,Supports,1408,Casting
10685,Supports,1408,Producer
14590,Supports,1408,Costume Design
16938,Supports,1408,Director
16938,Supports,1408,Producer
22706,Supports,1408,Producer
22706,Supports,1408,Story
21203,Supports,1408,Story
20061,Supports,1408,Screenplay
1224549,Supports,1408,Screenplay
1368867,Supports,1408,Special Effects Supervisor
1032,Supports,524,Director
7170,Supports,524,Producer
149,Supports,524,Director of Photography
3661,Supports,524,Editor
2242,Supports,524,Casting
2366,Supports,524,Production Design
1032,Supports,524,Screenplay
7163,Supports,524,Screenplay
7163,Supports,524,Novel
7531,Supports,524,Producer
1614,Supports,4584,Director
32982,Supports,4584,Novel
7056,Supports,4584,Screenplay
11058,Supports,4584,Producer
2226,Supports,4584,Executive Producer
9152,Supports,4584,Music
7021,Supports,4584,Director of Photography
948439,Supports,4584,Co-Producer
4489,Supports,9273,Director
29901,Supports,9273,Characters
4489,Supports,9273,Screenplay
4507,Supports,9273,Executive Producer
57097,Supports,9273,Producer
57098,Supports,9273,Producer
4700,Supports,9273,Producer
43393,Supports,9273,Original Music Composer
6490,Supports,9273,Director of Photography
14457,Supports,9273,Editor
1007395,Supports,9273,Stunt Coordinator
